Price,Street,Area,City,Type,Bedrooms,Bathrooms,Size(Sq. Ft.),Parking Space,Balcony or Terrace,Double Glazed Windows,Maintenance Staff,View,Pet Policy,Lobby in Building,Family or Bachelor,Rent Year
7000,Ashi Dag Road, Ibrahimpur, Dhaka,Room,2,1,600,No,No,Yes,No,North,No,No,Yes,2018
110000,Block J, Baridhara, Dhaka,Apartment,4,4,2400,Yes,Yes,Yes,Yes,South,Yes,Yes,Yes,2016
25000,Sector 5, Uttara, Dhaka,Apartment,3,3,1400,Yes,Yes,Yes,Yes,North,No,No,Yes,2017
16500,Block C, Banasree, Dhaka,Apartment,3,3,1100,Yes,Yes,Yes,Yes,West,No,No,Yes,2016
13000,Block C, Banasree, Dhaka,Apartment,2,2,900,No,Yes,Yes,No,North,No,No,Yes,2017
12000,Section 10, Mirpur, Dhaka,Room,2,2,650,No,Yes,Yes,No,South,No,No,Yes,2018
10000,Goran, Khilgaon, Dhaka,Apartment,2,2,850,No,Yes,Yes,No,South,No,No,Yes,2018
20000,Nayatola, Maghbazar, Dhaka,Apartment,3,2,1150,Yes,Yes,Yes,Yes,North,No,No,Yes,2016
20000,Road 12, Adabor, Dhaka,Apartment,3,4,1500,Yes,Yes,Yes,Yes,South,No,No,Yes,2016
60000,Gulshan 1, Gulshan, Dhaka,Apartment,3,3,1850,Yes,Yes,Yes,Yes,South,Yes,Yes,Yes,2018
20000,Block F, Banasree, Dhaka,Apartment,4,3,1300,Yes,Yes,Yes,Yes,North,No,No,Yes,2018
24000,Sector 10, Uttara, Dhaka,Apartment,3,4,1450,Yes,Yes,Yes,Yes,South,No,No,Yes,2016
14000,Uttar Badda, Badda, Dhaka,Apartment,2,2,750,No,Yes,Yes,No,West,No,No,Yes,2018
6500,Section 12, Mirpur, Dhaka,Room,2,1,300,No,No,Yes,No,North,No,No,Yes,2018
15000,Block C, Banasree, Dhaka,Apartment,2,2,900,No,Yes,Yes,No,North,No,No,Yes,2016
8500,Goran, Khilgaon, Dhaka,Apartment,2,2,710,No,Yes,Yes,No,West,No,No,Yes,2016
70000,Road 8A, Dhanmondi, Dhaka,Apartment,3,3,2400,Yes,Yes,Yes,Yes,West,Yes,Yes,Yes,2017
19000,Sector 12, Uttara, Dhaka,Apartment,2,2,1000,Yes,Yes,Yes,Yes,South,No,No,Yes,2016
22000,Sector 10, Uttara, Dhaka,Apartment,3,4,1400,Yes,Yes,Yes,Yes,South,No,No,Yes,2017
9000,Goran, Khilgaon, Dhaka,Apartment,2,2,850,No,Yes,Yes,No,South,No,No,Yes,2017
10500,Goran, Khilgaon, Dhaka,Apartment,2,2,730,No,Yes,Yes,No,South,No,No,Yes,2016
18000,Block G, Banasree, Dhaka,Apartment,3,3,1353,Yes,Yes,Yes,Yes,North,No,No,Yes,2017
21000,Kallyanpur, Mirpur, Dhaka,Apartment,3,4,1560,Yes,Yes,Yes,Yes,North,No,No,Yes,2016
42000,Mymensingh Lane, Paribagh, Dhaka,Apartment,4,4,1700,Yes,Yes,Yes,Yes,South,Yes,Yes,Yes,2018
16000,East Nakhalpara, Tejgaon, Dhaka,Apartment,2,1,700,Yes,Yes,Yes,Yes,South,No,No,Yes,2017
45000,Mymensingh Lane, Paribagh, Dhaka,Apartment,4,4,1800,Yes,Yes,Yes,Yes,North,Yes,Yes,Yes,2017
22000,Sector 10, Uttara, Dhaka,Apartment,3,3,1400,Yes,Yes,Yes,Yes,South,No,No,Yes,2017
10000,Section 6, Mirpur, Dhaka,Room,2,1,600,No,No,Yes,No,South,No,No,Yes,2016
10500,Ashi Dag Road, Ibrahimpur, Dhaka,Apartment,2,2,800,No,Yes,Yes,No,South,No,No,Yes,2016
15000,East Nakhalpara, Tejgaon, Dhaka,Apartment,2,2,700,No,Yes,Yes,No,West,No,No,Yes,2018
22000,Kallyanpur, Mirpur, Dhaka,Apartment,3,4,1400,Yes,Yes,Yes,Yes,North,No,No,Yes,2017
60000,Gulshan 1, Gulshan, Dhaka,Apartment,3,3,2200,Yes,Yes,Yes,Yes,North,Yes,Yes,Yes,2016
18000,Sector 12, Uttara, Dhaka,Apartment,3,2,1000,Yes,Yes,Yes,Yes,South,No,No,Yes,2017
15000,Rupnagar R/A, Mirpur, Dhaka,Apartment,3,3,1120,No,Yes,Yes,No,South,No,No,Yes,2018
14000,East Kazipara, Mirpur, Dhaka,Apartment,2,2,900,No,Yes,Yes,No,North,No,No,Yes,2017
12000,Ashi Dag Road, Ibrahimpur, Dhaka,Apartment,3,2,900,No,Yes,Yes,No,West,No,No,Yes,2017
11000,Section 6, Mirpur, Dhaka,Room,2,2,650,No,Yes,Yes,No,West,No,No,Yes,2016
25000,Block F, Bashundhara R/A, Dhaka,Apartment,2,2,700,Yes,Yes,Yes,Yes,South,No,No,Yes,2018
65000,Gulshan 1, Gulshan, Dhaka,Apartment,3,3,2500,Yes,Yes,Yes,Yes,South,Yes,Yes,Yes,2018
24000,Sector 10, Uttara, Dhaka,Apartment,3,4,1400,Yes,Yes,Yes,Yes,South,No,No,Yes,2016
14500,Block F, Banasree, Dhaka,Apartment,3,3,1200,No,Yes,Yes,No,West,No,No,Yes,2016
26000,Road 11, Adabor, Dhaka,Apartment,3,4,1550,Yes,Yes,Yes,Yes,North,No,Yes,Yes,2016
15000,Baitul Aman Housing Society, Adabor, Dhaka,Apartment,2,2,980,No,Yes,Yes,No,South,No,No,Yes,2016
10000,Section 6, Mirpur, Dhaka,Room,2,1,600,No,No,Yes,No,South,No,No,Yes,2016
11500,East Nakhalpara, Tejgaon, Dhaka,Room,1,2,500,No,No,Yes,No,South,No,No,No,2018
14000,Block F, Banasree, Dhaka,Apartment,3,3,1200,No,Yes,Yes,No,West,No,No,Yes,2016
6500,Goran, Khilgaon, Dhaka,Apartment,2,1,730,No,Yes,Yes,No,South,No,No,Yes,2018
19000,Sector 10, Uttara, Dhaka,Apartment,3,3,1500,Yes,Yes,Yes,Yes,West,No,No,Yes,2016
16000,Rupnagar R/A, Mirpur, Dhaka,Apartment,3,3,1035,Yes,Yes,Yes,Yes,West,No,No,Yes,2016
10000,Section 6, Mirpur, Dhaka,Room,2,2,650,No,Yes,Yes,No,South,No,No,Yes,2018
11500,Nayatola, Maghbazar, Dhaka,Apartment,2,1,801,No,Yes,Yes,No,West,No,No,Yes,2018
20000,Block F, Bashundhara R/A, Dhaka,Apartment,3,3,1200,Yes,Yes,Yes,Yes,North,No,No,Yes,2018
8000,Goran, Khilgaon, Dhaka,Apartment,2,1,750,No,Yes,Yes,No,North,No,No,Yes,2017
20000,Middle Badda, Badda, Dhaka,Apartment,3,3,1200,Yes,Yes,Yes,Yes,South,No,No,Yes,2017
12500,Road 10, Adabor, Dhaka,Apartment,2,2,1000,No,Yes,Yes,No,South,No,No,Yes,2016
24000,Sector 10, Uttara, Dhaka,Apartment,3,4,1400,Yes,Yes,Yes,Yes,South,No,No,Yes,2017
15000,Section 1, Mirpur, Dhaka,Apartment,3,2,1120,No,Yes,Yes,No,North,No,No,Yes,2018
27000,Block F, Bashundhara R/A, Dhaka,Apartment,3,3,1300,Yes,Yes,Yes,Yes,West,No,Yes,Yes,2017
12000,Tallabag, Hazaribag, Dhaka,Apartment,2,2,850,No,Yes,Yes,No,North,No,No,Yes,2016
8000,Mir Hajirbag New Road, Jatra Bari, Dhaka,Apartment,2,2,700,No,Yes,Yes,No,West,No,No,Yes,2016
70000,Gulshan 1, Gulshan, Dhaka,Apartment,3,3,2400,Yes,Yes,Yes,Yes,South,Yes,Yes,Yes,2016
7500,Mir Hajirbag New Road, Jatra Bari, Dhaka,Apartment,2,1,700,No,Yes,Yes,No,South,No,No,Yes,2017
12000,Block F, Bashundhara R/A, Dhaka,Room,1,1,350,No,No,Yes,No,South,No,No,No,2018
26000,Uttar Badda, Badda, Dhaka,Apartment,3,3,1800,Yes,Yes,Yes,Yes,North,No,Yes,Yes,2016
11000,Block F, Banasree, Dhaka,Apartment,2,1,900,No,Yes,Yes,No,West,No,No,Yes,2017
10500,Nayatola, Maghbazar, Dhaka,Apartment,2,1,700,No,Yes,Yes,No,South,No,No,Yes,2016
44000,Natun Bazar, Badda, Dhaka,Apartment,3,3,1456,Yes,Yes,Yes,Yes,West,Yes,Yes,Yes,2016
10000,North Azampur, Dakshin Khan, Dhaka,Apartment,2,2,900,No,Yes,Yes,No,West,No,No,Yes,2017
17000,Section 6, Mirpur, Dhaka,Apartment,2,2,800,Yes,Yes,Yes,Yes,North,No,No,Yes,2017
32500,Sector 10, Uttara, Dhaka,Apartment,3,3,1800,Yes,Yes,Yes,Yes,North,Yes,Yes,Yes,2018
20000,Section 6, Mirpur, Dhaka,Apartment,3,3,1600,Yes,Yes,Yes,Yes,North,No,No,Yes,2016
30000,Block F, Bashundhara R/A, Dhaka,Apartment,3,3,1400,Yes,Yes,Yes,Yes,South,No,Yes,Yes,2018
78000,Block J, Baridhara, Dhaka,Apartment,4,5,2500,Yes,Yes,Yes,Yes,South,Yes,Yes,Yes,2016
15000,Mir Hajirbag, Jatra Bari, Dhaka,Apartment,3,2,1000,No,Yes,Yes,No,South,No,No,Yes,2017
10000,Goran, Khilgaon, Dhaka,Apartment,2,1,830,No,Yes,Yes,No,North,No,No,Yes,2016
15000,Baitul Aman Housing Society, Adabor, Dhaka,Apartment,2,2,1000,No,Yes,Yes,No,North,No,No,Yes,2018
11000,Section 6, Mirpur, Dhaka,Apartment,2,2,700,No,Yes,Yes,No,North,No,No,Yes,2016
48000,Block J, Baridhara, Dhaka,Apartment,4,5,2488,Yes,Yes,Yes,Yes,North,Yes,Yes,Yes,2018
20000,East Kazipara, Mirpur, Dhaka,Apartment,3,3,1200,Yes,Yes,Yes,Yes,South,No,No,Yes,2016
105000,Block J, Baridhara, Dhaka,Apartment,4,4,2400,Yes,Yes,Yes,Yes,South,Yes,Yes,Yes,2017
18000,Middle Badda, Badda, Dhaka,Apartment,2,2,700,Yes,Yes,Yes,Yes,West,No,No,Yes,2017
25000,East Nakhalpara, Tejgaon, Dhaka,Apartment,2,2,1350,Yes,Yes,Yes,Yes,West,No,No,Yes,2018
25000,Block F, Bashundhara R/A, Dhaka,Apartment,3,3,1510,Yes,Yes,Yes,Yes,South,No,No,Yes,2016
54000,Block J, Baridhara, Dhaka,Apartment,3,4,1100,Yes,Yes,Yes,Yes,North,Yes,Yes,Yes,2018
8000,Section 12, Mirpur, Dhaka,Room,2,2,585,No,Yes,Yes,No,North,No,No,No,2018
50000,Road 11A, Dhanmondi, Dhaka,Apartment,3,3,1900,Yes,Yes,Yes,Yes,North,Yes,Yes,Yes,2018
16000,Mitali Road, Dhanmondi, Dhaka,Apartment,2,2,900,Yes,Yes,Yes,Yes,West,No,No,Yes,2017
12000,Section 6, Mirpur, Dhaka,Room,2,2,650,No,Yes,Yes,No,West,No,No,Yes,2018
11000,East Shewrapara, Mirpur, Dhaka,Apartment,2,1,700,No,Yes,Yes,No,South,No,No,Yes,2018
14000,Tajmahal Road, Mohammadpur, Dhaka,Room,2,1,500,No,Yes,Yes,No,North,No,No,No,2018
14000,East Shewrapara, Mirpur, Dhaka,Apartment,2,2,850,No,Yes,Yes,No,North,No,No,Yes,2017
15000,East Kazipara, Mirpur, Dhaka,Apartment,2,2,900,No,Yes,Yes,No,West,No,No,Yes,2018
16000,Sector 14, Uttara, Dhaka,Apartment,2,2,900,Yes,Yes,Yes,Yes,North,No,No,Yes,2018
17000,Sector 14, Uttara, Dhaka,Apartment,2,2,900,Yes,Yes,Yes,Yes,West,No,No,Yes,2017
60000,Block J, Baridhara, Dhaka,Apartment,3,3,2000,Yes,Yes,Yes,Yes,West,Yes,Yes,Yes,2016
30000,Peer Saheber Goli, Shantinagar, Dhaka,Apartment,3,4,1600,Yes,Yes,Yes,Yes,West,No,Yes,Yes,2017
25000,VIP Road, Motijheel, Dhaka,Apartment,3,3,1500,Yes,Yes,Yes,Yes,North,No,No,Yes,2018
40000,Chamilibag, Shantinagar, Dhaka,Apartment,3,3,1650,Yes,Yes,Yes,Yes,West,Yes,Yes,Yes,2017
36000,Shahbagh Road, Paribagh, Dhaka,Apartment,3,4,1650,Yes,Yes,Yes,Yes,West,Yes,Yes,Yes,2016
9000,East Bashabo, Bashabo, Dhaka,Apartment,3,2,800,No,Yes,Yes,No,West,No,No,Yes,2018
24000,Block F, Bashundhara R/A, Dhaka,Apartment,3,4,1500,Yes,Yes,Yes,Yes,West,No,No,Yes,2018
20000,Sector 14, Uttara, Dhaka,Apartment,2,2,900,Yes,Yes,Yes,Yes,North,No,No,Yes,2017
15000,Sector 14, Uttara, Dhaka,Apartment,2,2,900,No,Yes,Yes,No,West,No,No,Yes,2018
17000,Sector 14, Uttara, Dhaka,Apartment,2,2,900,Yes,Yes,Yes,Yes,North,No,No,Yes,2018
30000,Sector 14, Uttara, Dhaka,Apartment,3,4,1720,Yes,Yes,Yes,Yes,North,No,Yes,Yes,2017
10000,North Azampur, Dakshin Khan, Dhaka,Apartment,2,2,900,No,Yes,Yes,No,West,No,No,Yes,2016
10500,North Azampur, Dakshin Khan, Dhaka,Apartment,2,2,900,No,Yes,Yes,No,North,No,No,Yes,2016
20000,Sector 14, Uttara, Dhaka,Apartment,3,3,1400,Yes,Yes,Yes,Yes,South,No,No,Yes,2016
10500,North Azampur, Dakshin Khan, Dhaka,Apartment,2,2,800,No,Yes,Yes,No,South,No,No,Yes,2016
30000,Ring Road, Shyamoli, Dhaka,Apartment,3,4,1650,Yes,Yes,Yes,Yes,West,No,Yes,Yes,2016
17000,Block G, Banasree, Dhaka,Apartment,3,3,1200,Yes,Yes,Yes,Yes,West,No,No,Yes,2018
16000,Block F, Banasree, Dhaka,Apartment,3,2,1000,Yes,Yes,Yes,Yes,West,No,No,Yes,2018
17000,Block F, Banasree, Dhaka,Apartment,3,2,1000,Yes,Yes,Yes,Yes,North,No,No,Yes,2016
300000,Gulshan 1, Gulshan, Dhaka,Apartment,4,5,4990,Yes,Yes,Yes,Yes,North,Yes,Yes,Yes,2016
14500,Block J, Banasree, Dhaka,Apartment,3,2,1013,No,Yes,Yes,No,South,No,No,Yes,2017
14000,Block J, Banasree, Dhaka,Apartment,3,2,1012,No,Yes,Yes,No,North,No,No,Yes,2018
17000,East Rampura, Rampura, Dhaka,Apartment,3,3,1350,Yes,Yes,Yes,Yes,North,No,No,Yes,2017
14000,East Rampura, Rampura, Dhaka,Apartment,2,2,800,No,Yes,Yes,Yes,North,No,No,Yes,2016
10500,East Rampura, Rampura, Dhaka,Apartment,2,2,700,No,Yes,Yes,Yes,South,No,No,Yes,2017
16000,East Rampura, Rampura, Dhaka,Apartment,3,2,1025,Yes,Yes,Yes,Yes,North,No,No,Yes,2016
25000,Sector 14, Uttara, Dhaka,Apartment,3,3,1500,Yes,Yes,Yes,Yes,South,No,No,Yes,2017
14000,East Rampura, Rampura, Dhaka,Apartment,2,2,965,No,Yes,Yes,Yes,West,No,No,Yes,2018
30000,Mohonpur Road, Shyamoli, Dhaka,Apartment,4,4,1535,Yes,Yes,Yes,Yes,North,No,Yes,Yes,2016
8000,North Azampur, Dakshin Khan, Dhaka,Apartment,2,2,800,No,Yes,Yes,No,South,No,No,Yes,2017
8500,North Azampur, Dakshin Khan, Dhaka,Apartment,2,2,800,No,Yes,Yes,No,South,No,No,Yes,2018
9000,Section 12, Mirpur, Dhaka,Room,2,1,585,No,Yes,Yes,No,North,No,No,No,2018
25000,Block F, Banasree, Dhaka,Apartment,4,3,1800,Yes,Yes,Yes,Yes,North,No,No,Yes,2017
8000,Middle Badda, Badda, Dhaka,Apartment,2,2,700,No,Yes,Yes,No,North,No,No,Yes,2017
11500,Section 6, Mirpur, Dhaka,Room,2,2,650,No,Yes,Yes,Yes,North,No,No,Yes,2016
70000,Gulshan 1, Gulshan, Dhaka,Apartment,4,4,2500,Yes,Yes,Yes,Yes,North,Yes,Yes,Yes,2018
20000,Goran, Khilgaon, Dhaka,Apartment,3,3,1400,Yes,Yes,Yes,Yes,North,No,No,Yes,2018
23000,Mohonpur Road, Shyamoli, Dhaka,Apartment,3,2,1100,Yes,Yes,Yes,Yes,North,No,No,Yes,2018
12000,Middle Badda, Badda, Dhaka,Apartment,3,2,800,No,Yes,Yes,Yes,West,No,No,Yes,2016
14000,Block F, Banasree, Dhaka,Apartment,2,2,900,No,Yes,Yes,Yes,North,No,No,Yes,2018
35000,Shahbagh Road, Paribagh, Dhaka,Apartment,3,4,1700,Yes,Yes,Yes,Yes,North,Yes,Yes,Yes,2017
9800,North Azampur, Dakshin Khan, Dhaka,Apartment,2,2,800,No,Yes,Yes,No,West,No,No,Yes,2016
40000,Poribagh Road Number 2, Paribagh, Dhaka,Apartment,3,3,2100,Yes,Yes,Yes,Yes,South,Yes,Yes,Yes,2018
9500,North Azampur, Dakshin Khan, Dhaka,Apartment,2,2,800,No,Yes,Yes,No,West,No,No,Yes,2017
10500,Block E, Banasree, Dhaka,Apartment,2,1,900,No,Yes,Yes,Yes,North,No,No,Yes,2017
18000,Section 6, Mirpur, Dhaka,Apartment,3,3,1100,Yes,Yes,Yes,Yes,South,No,No,Yes,2018
20000,Block F, Bashundhara R/A, Dhaka,Apartment,3,3,1300,Yes,Yes,Yes,Yes,South,No,No,Yes,2017
10500,Goran, Khilgaon, Dhaka,Apartment,2,1,700,No,Yes,Yes,Yes,South,No,No,Yes,2017
12000,Goran, Khilgaon, Dhaka,Apartment,2,2,840,No,Yes,Yes,Yes,South,No,No,Yes,2018
22000,Block C, Banasree, Dhaka,Apartment,3,3,1300,Yes,Yes,Yes,Yes,North,No,No,Yes,2018
22000,Section 1, Mirpur, Dhaka,Apartment,3,3,1600,Yes,Yes,Yes,Yes,West,No,No,Yes,2016
13000,Section 6, Mirpur, Dhaka,Room,2,2,650,No,Yes,Yes,Yes,North,No,No,Yes,2016
12000,Section 6, Mirpur, Dhaka,Room,2,1,650,No,Yes,Yes,Yes,West,No,No,Yes,2017
25000,Green Road, Kalabagan, Dhaka,Apartment,3,3,1200,Yes,Yes,Yes,Yes,South,No,No,Yes,2018
50000,Sector 12, Uttara, Dhaka,Apartment,2,2,1000,Yes,Yes,Yes,Yes,North,Yes,Yes,Yes,2016
18000,Sector 12, Uttara, Dhaka,Apartment,3,2,1000,Yes,Yes,Yes,Yes,North,No,No,Yes,2018
22000,Tejturi Bazar, Tejgaon, Dhaka,Room,3,2,370,Yes,No,Yes,Yes,North,No,No,Yes,2016
16000,North Azampur, Dakshin Khan, Dhaka,Apartment,3,3,1350,Yes,Yes,Yes,Yes,South,No,No,Yes,2016
20000,Goran, Khilgaon, Dhaka,Apartment,3,2,1150,Yes,Yes,Yes,Yes,North,No,No,Yes,2018
20000,Block F, Bashundhara R/A, Dhaka,Apartment,2,2,900,Yes,Yes,Yes,Yes,North,No,No,Yes,2017
14500,Section 6, Mirpur, Dhaka,Room,2,2,630,No,Yes,Yes,Yes,North,No,No,Yes,2017
16000,Sector 12, Uttara, Dhaka,Apartment,3,2,1000,Yes,Yes,Yes,Yes,South,No,No,Yes,2018
11000,Baitul Aman Housing Society, Adabor, Dhaka,Apartment,2,1,890,No,Yes,Yes,Yes,West,No,No,Yes,2018
22000,Shantinagar Road, Shantinagar, Dhaka,Apartment,3,2,1100,Yes,Yes,Yes,Yes,West,No,No,Yes,2018
18000,Vatara, Badda, Dhaka,Apartment,3,3,1200,Yes,Yes,Yes,Yes,West,No,No,Yes,2018
16000,Road 11, Adabor, Dhaka,Apartment,2,2,1000,Yes,Yes,Yes,Yes,West,No,No,Yes,2017
37000,Road 9A, Dhanmondi, Dhaka,Apartment,3,3,1900,Yes,Yes,Yes,Yes,West,Yes,Yes,Yes,2018
10000,Rayer Bazaar, Hazaribag, Dhaka,Room,2,1,650,No,Yes,Yes,No,North,No,No,Yes,2017
22000,Road 11, Adabor, Dhaka,Apartment,3,3,1700,Yes,Yes,Yes,Yes,South,No,No,Yes,2016
17000,Khilbari Tek, Badda, Dhaka,Apartment,3,3,1200,Yes,Yes,Yes,Yes,South,No,No,Yes,2016
30000,Nikunja 2, Nikunja, Dhaka,Apartment,3,4,1350,Yes,Yes,Yes,Yes,North,No,No,Yes,2018
15000,West Nakhalpara, Tejgaon, Dhaka,Apartment,2,1,700,No,Yes,Yes,Yes,North,No,No,Yes,2016
17000,Road 11, Adabor, Dhaka,Apartment,2,2,1000,Yes,Yes,Yes,Yes,North,No,No,Yes,2018
12000,Uttar Badda, Badda, Dhaka,Room,2,2,650,No,Yes,Yes,Yes,North,No,No,Yes,2016
31000,Shantinagar Road, Shantinagar, Dhaka,Apartment,3,3,1565,Yes,Yes,Yes,Yes,West,No,Yes,Yes,2017
40000,Road 9A, Dhanmondi, Dhaka,Apartment,3,3,1953,Yes,Yes,Yes,Yes,West,Yes,Yes,Yes,2016
30000,Sector 7, Uttara, Dhaka,Apartment,4,4,2000,Yes,Yes,Yes,Yes,West,No,No,Yes,2018
9500,Rupnagar R/A, Mirpur, Dhaka,Room,2,1,400,No,No,Yes,No,West,No,No,No,2018
18000,Mirbag Notun Rasta , Maghbazar, Dhaka,Apartment,3,3,1260,Yes,Yes,Yes,Yes,North,No,No,Yes,2017
18000,East Monipur, Mirpur, Dhaka,Apartment,3,4,1250,Yes,Yes,Yes,Yes,North,No,No,Yes,2016
34000,Road 15A, Dhanmondi, Dhaka,Apartment,3,4,1500,Yes,Yes,Yes,Yes,South,Yes,Yes,Yes,2018
26000,Section 6, Mirpur, Dhaka,Apartment,3,4,1450,Yes,Yes,Yes,Yes,South,No,No,Yes,2016
18000,Uttar Badda, Badda, Dhaka,Apartment,3,3,1225,Yes,Yes,Yes,Yes,West,No,No,Yes,2018
15000,East Monipur, Mirpur, Dhaka,Apartment,3,2,900,No,Yes,Yes,Yes,West,No,No,Yes,2018
11000,East Monipur, Mirpur, Dhaka,Room,2,2,600,No,Yes,Yes,Yes,North,No,No,Yes,2017
8000,Section 10, Mirpur, Dhaka,Room,1,1,600,No,Yes,Yes,No,South,No,No,Yes,2018
12000,Section 10, Mirpur, Dhaka,Apartment,2,2,800,No,Yes,Yes,Yes,North,No,No,Yes,2017
50000,Gulshan 1, Gulshan, Dhaka,Apartment,3,3,2000,Yes,Yes,Yes,Yes,North,Yes,Yes,Yes,2016
30000,Adarsh Nagar Road, Badda, Dhaka,Apartment,3,3,1250,Yes,Yes,Yes,Yes,West,No,No,Yes,2018
16000,Sector 12, Uttara, Dhaka,Apartment,2,2,850,Yes,Yes,Yes,Yes,South,No,No,Yes,2016
24000,Sector 12, Uttara, Dhaka,Apartment,3,4,1500,Yes,Yes,Yes,Yes,North,No,No,Yes,2018
80000,Gulshan 1, Gulshan, Dhaka,Apartment,3,3,1950,Yes,Yes,Yes,Yes,North,Yes,Yes,Yes,2017
12000,Rupnagar R/A, Mirpur, Dhaka,Apartment,2,2,900,No,Yes,Yes,Yes,South,No,No,Yes,2017
12000,Section 6, Mirpur, Dhaka,Room,2,2,650,No,No,Yes,Yes,West,No,No,Yes,2017
16000,Uttar Badda, Badda, Dhaka,Apartment,2,3,1300,Yes,Yes,Yes,Yes,West,No,No,Yes,2017
25000,Momin Road, Ibrahimpur, Dhaka,Apartment,3,3,1100,Yes,Yes,Yes,Yes,West,No,No,Yes,2018
9500,Nurer Chala, Badda, Dhaka,Apartment,2,1,800,No,No,No,No,West,No,No,Yes,2016
26000,Section 6, Mirpur, Dhaka,Apartment,4,3,1300,Yes,Yes,Yes,Yes,South,No,No,Yes,2018
8000,Lalbagh, Lalbagh, Dhaka,Room,2,1,600,No,No,No,No,West,No,No,Yes,2017
10000,Rupnagar R/A, Mirpur, Dhaka,Apartment,2,2,800,No,No,No,No,North,No,No,Yes,2017
90000,Block J, Baridhara, Dhaka,Apartment,4,5,2500,Yes,Yes,Yes,Yes,North,Yes,Yes,Yes,2017
11000,Khilbari Tek, Badda, Dhaka,Apartment,2,2,900,No,Yes,Yes,Yes,North,No,No,Yes,2016
30000,Outer Circular Road, Maghbazar, Dhaka,Apartment,3,2,1300,Yes,Yes,Yes,Yes,South,No,No,Yes,2018
9500,Section 12, Mirpur, Dhaka,Room,2,2,600,No,No,No,No,North,No,No,Yes,2018
7800,Nawabgonj Road, Lalbagh, Dhaka,Room,2,1,600,No,No,No,No,North,No,No,Yes,2018
45000,Sector 7, Uttara, Dhaka,Apartment,4,4,1844,Yes,Yes,Yes,Yes,South,Yes,Yes,Yes,2016
15000,Road 9, Adabor, Dhaka,Apartment,2,2,1000,No,Yes,Yes,Yes,North,No,No,Yes,2018
10500,Faydabad, Dakshin Khan, Dhaka,Apartment,2,2,800,No,No,Yes,Yes,North,No,No,Yes,2017
25000,Sector 7, Uttara, Dhaka,Apartment,3,3,1650,Yes,Yes,Yes,Yes,South,No,No,Yes,2018
11000,Goran, Khilgaon, Dhaka,Apartment,2,2,925,No,Yes,Yes,Yes,North,No,No,Yes,2017
25500,Block D, Bashundhara R/A, Dhaka,Apartment,3,3,1200,Yes,Yes,Yes,Yes,South,No,No,Yes,2018
12000,Section 6, Mirpur, Dhaka,Room,2,2,650,No,No,Yes,Yes,North,No,No,Yes,2017
26000,Block D, Bashundhara R/A, Dhaka,Apartment,3,3,1250,Yes,Yes,Yes,Yes,West,No,No,Yes,2016
27000,Block D, Bashundhara R/A, Dhaka,Apartment,3,3,1300,Yes,Yes,Yes,Yes,South,No,No,Yes,2018
8500,Faydabad, Dakshin Khan, Dhaka,Apartment,2,1,800,No,No,No,No,South,No,No,Yes,2017
30000,Sector 12, Uttara, Dhaka,Apartment,3,4,1600,Yes,Yes,Yes,Yes,West,No,No,Yes,2016
15000,Uttar Badda, Badda, Dhaka,Apartment,2,2,800,No,No,Yes,Yes,South,No,No,Yes,2016
10000,Goran, Khilgaon, Dhaka,Apartment,2,1,850,No,Yes,No,No,North,No,No,Yes,2016
13000,Goran, Khilgaon, Dhaka,Apartment,2,2,920,No,Yes,Yes,Yes,North,No,No,Yes,2016
19000,Block E, Banasree, Dhaka,Apartment,3,3,1200,Yes,Yes,Yes,Yes,North,No,No,Yes,2017
7500,Faydabad, Dakshin Khan, Dhaka,Apartment,2,1,750,No,No,No,No,West,No,No,Yes,2016
20000,Free School Street, Kathalbagan, Dhaka,Apartment,2,2,800,Yes,No,Yes,Yes,West,No,No,Yes,2016
28000,Block C, Banasree, Dhaka,Apartment,3,3,1300,Yes,Yes,Yes,Yes,South,No,No,Yes,2016
14000,Kamal Khan Road, Ibrahimpur, Dhaka,Apartment,2,2,850,No,Yes,Yes,Yes,South,No,No,Yes,2016
16000,Tilpapara, Khilgaon, Dhaka,Apartment,2,2,820,Yes,Yes,Yes,Yes,South,No,No,Yes,2017
26000,Block D, Bashundhara R/A, Dhaka,Apartment,3,3,1300,Yes,Yes,Yes,Yes,West,No,No,Yes,2016
25500,Block D, Bashundhara R/A, Dhaka,Apartment,3,3,1250,Yes,Yes,Yes,Yes,North,No,No,Yes,2016
25000,Block D, Bashundhara R/A, Dhaka,Apartment,3,3,1200,Yes,Yes,Yes,Yes,West,No,No,Yes,2016
15000,West Nakhalpara, Tejgaon, Dhaka,Apartment,2,2,800,No,No,Yes,Yes,West,No,No,Yes,2016
16000,North Ibrahimpur, Ibrahimpur, Dhaka,Apartment,3,2,900,Yes,Yes,Yes,Yes,West,No,No,Yes,2017
11500,Faydabad, Dakshin Khan, Dhaka,Apartment,2,2,800,No,No,Yes,Yes,West,No,No,Yes,2018
18000,Lake Circus Road, Kalabagan, Dhaka,Apartment,2,2,800,Yes,No,Yes,Yes,North,No,No,Yes,2017
36000,Road 6, Adabor, Dhaka,Apartment,4,5,2800,Yes,Yes,Yes,Yes,South,Yes,Yes,Yes,2018
12500,East Monipur, Mirpur, Dhaka,Apartment,2,2,800,No,No,Yes,Yes,North,No,No,Yes,2018
